,Vehicle_ID,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Class,v_Vel,v_Acc,Preceding,Space_Headway,Time_Headway,Location,Relative_Time,Preceding_Vehicle_Class,Rear_to_Front_Space_Headway,v_Class_Name,Vehicle_combination
435747,242,1118848906100,51.619,1129.884,6451891.892,1872596.337,4.572,2,3.477768,-3.41376,2000,8.689848000000001,2.5,us-101,1117685887001,Car,3.660648000000001,Car,Car-Car
439375,248,1118848929000,54.29,1411.012,6452101.848,1872409.388,5.0292,2,1.524,0.0,242,11.6586,7.65,us-101,1117685909901,Car,6.6294,Car,Car-Car
444977,246,1118847999100,50.919,1160.854,6451911.544,1872580.146,4.4196,2,16.267176,-3.41376,242,20.333208,1.25,us-101,1117684980001,Car,15.304008,Car,Car-Car
449479,242,1118848940700,52.582,1598.912,6452244.381,1872286.798,4.572,2,6.397752,-0.012192,2000,33.186624,5.19,us-101,1117685921601,Car,28.157424,Car,Car-Car
450642,250,1118847072300,22.235,1359.511,6452110.259,1872444.561,4.8768,2,11.859768,1.2649200000000005,242,10.920984,0.92,us-101,1117684053201,Car,5.891784,Car,Car-Car
452260,248,1118848902900,51.634,1015.322,6451805.486,1872671.567,5.0292,2,8.253983999999999,-0.201168,242,15.496032,1.88,us-101,1117685883801,Car,10.466832,Car,Car-Car
459279,242,1118847992400,63.695,830.156,6451653.844,1872788.331,5.0292,2,17.105376,-0.118872,239,20.046696,1.17,us-101,1117684973301,Car,15.017496,Car,Car-Car
459455,242,1118848004300,54.094,1515.307,6452176.105,1872344.672,5.0292,2,13.716,0.0,239,25.447752,1.86,us-101,1117684985201,Car,20.418552,Car,Car-Car
464490,246,1118848007000,54.513,1555.807,6452206.24,1872317.61,4.4196,2,13.716,0.0,242,24.390096,1.78,us-101,1117684987901,Car,19.360896,Car,Car-Car
465680,246,1118848012300,53.141,1784.932,6452379.886,1872167.174,4.4196,2,13.206984,-1.6764,242,24.396192000000003,1.85,us-101,1117684993201,Car,19.366992000000003,Car,Car-Car
465770,242,1118848913500,51.06,1219.86,6451959.911,1872537.739,4.572,2,6.1722,0.0,2000,22.930104000000004,3.71,us-101,1117685894401,Car,17.900904000000004,Car,Car-Car
469030,242,1118848934200,52.373,1502.36,6452171.654,1872350.878,4.572,2,3.965448,-0.03048,2000,19.946112,5.03,us-101,1117685915101,Car,14.916912,Car,Car-Car
469075,242,1118847070200,20.075,1311.379,6452075.357,1872477.793,5.486400000000001,2,12.134088000000002,0.16764,234,48.947832000000005,4.03,us-101,1117684051101,Car,44.680632,Car,Car-Car
469154,242,1118848014600,55.432,1971.067,6452519.572,1872043.609,5.0292,2,13.691616000000002,0.146304,239,42.056304,3.07,us-101,1117684995501,Car,37.027104,Car,Car-Car
471308,248,1118848920500,53.72,1307.197,6452023.848,1872478.179,5.0292,2,6.096,0.134112,242,17.020032,2.79,us-101,1117685901401,Car,11.990832,Car,Car-Car
478259,242,1118847068400,20.358,1243.582,6452024.133,1872522.286,5.486400000000001,2,10.094976,-1.530096,234,43.214544,4.28,us-101,1117684049301,Car,38.947344,Car,Car-Car
478563,242,1118847069200,20.069,1271.4,6452045.247,1872504.169,5.486400000000001,2,11.990832,2.3073360000000003,234,46.137576,3.85,us-101,1117684050101,Car,41.870376,Car,Car-Car
479640,242,1118848909900,51.642,1158.395,6451913.34,1872577.623,4.572,2,3.0388560000000004,-0.01524,2000,16.200120000000002,5.33,us-101,1117685890801,Car,11.170920000000002,Car,Car-Car
479929,248,1118848922600,54.084,1349.039,6452055.233,1872450.222,5.0292,2,5.934456,-1.908048,242,14.337792,2.42,us-101,1117685903501,Car,9.308592,Car,Car-Car
482491,246,1118848017200,55.383,2002.346,6452543.485,1872023.392,4.4196,2,12.914376,-3.41376,242,25.426416000000003,1.97,us-101,1117684998101,Car,20.397216000000004,Car,Car-Car
482780,250,1118847048200,19.694,397.095,6451389.812,1873083.497,4.8768,2,12.652248,0.0,242,11.192256,0.88,us-101,1117684029101,Car,6.163056,Car,Car-Car
489022,242,1118847994700,62.575,960.128,6451752.501,1872703.128,5.0292,2,17.913096000000003,3.023616,239,22.399752,1.25,us-101,1117684975601,Car,17.370552,Car,Car-Car
489509,246,1118848003900,54.521,1411.016,6452097.546,1872412.825,4.4196,2,15.246096,0.079248,242,26.301192000000004,1.73,us-101,1117684984801,Car,21.271992000000004,Car,Car-Car
492302,242,1118848891700,62.446,672.834,6451540.667,1872889.366,4.572,2,12.640056,1.743456,0,0.0,0.0,us-101,1117685872601,,,Car,
496649,242,1118848009600,52.758,1750.163,6452353.141,1872191.064,5.0292,2,13.719048,0.070104,239,32.540448000000005,2.37,us-101,1117684990501,Car,27.511248000000005,Car,Car-Car
497951,248,1118848920900,54.067,1315.2,6452029.636,1872472.645,5.0292,2,6.089904000000001,0.03048,242,16.867632,2.77,us-101,1117685901801,Car,11.838432,Car,Car-Car
498309,246,1118847997700,50.769,1083.906,6451853.592,1872630.829,4.4196,2,16.764,0.0,242,17.971008,1.07,us-101,1117684978601,Car,12.941808000000002,Car,Car-Car
498843,250,1118847079000,22.521,1676.412,6452348.377,1872235.917,4.8768,2,15.520416,0.5394960000000001,242,9.460992,0.61,us-101,1117684059901,Car,4.431792000000001,Car,Car-Car
499601,248,1118848949900,52.901,1784.091,6452383.563,1872164.329,5.0292,2,10.668,0.0,242,23.503128,2.2,us-101,1117685930801,Car,18.473928,Car,Car-Car
503659,242,1118848921400,52.682,1378.534,6452078.389,1872431.932,4.572,2,4.5963840000000005,-0.515112,2000,15.538704,3.38,us-101,1117685902301,Car,10.509504,Car,Car-Car
505770,246,1118848009900,54.155,1685.281,6452304.457,1872232.641,4.4196,2,13.908024,2.1823680000000003,242,23.78964,1.71,us-101,1117684990801,Car,18.76044,Car,Car-Car
507877,242,1118848943800,52.383,1666.8,6452295.81,1872242.482,4.572,2,7.62,0.0,2000,40.480488,5.31,us-101,1117685924701,Car,35.451288,Car,Car-Car
517168,250,1118847046600,19.313,333.424,6451343.199,1873127.554,4.8768,2,11.600688000000002,0.813816,242,11.088624,0.96,us-101,1117684027501,Car,6.059424000000001,Car,Car-Car
522833,242,1118848904700,51.726,1103.203,6451871.666,1872613.815,4.572,2,6.272784,0.0,2000,12.554712,2.0,us-101,1117685885601,Car,7.525512,Car,Car-Car
523949,242,1118848916400,51.713,1279.607,6452004.418,1872497.872,4.572,2,6.336792,0.0,2000,24.204168,3.82,us-101,1117685897301,Car,19.174968,Car,Car-Car
524143,250,1118847047100,19.299,352.251,6451357.005,1873114.268,4.8768,2,11.362944,2.063496,242,11.451336,1.01,us-101,1117684028001,Car,6.422136000000001,Car,Car-Car
527818,248,1118848900400,51.239,941.406,6451749.814,1872720.497,5.0292,2,8.897112000000002,-0.719328,242,22.326600000000003,2.51,us-101,1117685881301,Car,17.297400000000003,Car,Car-Car
528877,242,1118848945100,52.095,1701.852,6452321.686,1872220.119,4.572,2,8.857488,0.908304,2000,42.0624,4.75,us-101,1117685926001,Car,37.0332,Car,Car-Car
530011,250,1118847054800,22.11,685.03,6451602.547,1872888.715,4.8768,2,13.716,0.0,242,14.069568,1.03,us-101,1117684035701,Car,9.040368,Car,Car-Car
532733,242,1118848924900,52.667,1419.018,6452108.943,1872405.366,4.572,2,2.154936,0.161544,2000,10.914888,5.07,us-101,1117685905801,Car,5.885688000000001,Car,Car-Car
535413,242,1118848928900,52.305,1448.482,6452131.418,1872386.29,4.572,2,2.389632,0.0,2000,14.420088000000002,6.03,us-101,1117685909801,Car,9.390888,Car,Car-Car
536396,250,1118847078900,22.615,1671.366,6452344.577,1872239.194,4.8768,2,15.529560000000002,-1.069848,242,9.323832,0.6,us-101,1117684059801,Car,4.294632000000001,Car,Car-Car
536995,248,1118848926800,54.269,1399.98,6452093.55,1872416.636,5.0292,2,1.776984,-1.664208,242,9.95172,5.6,us-101,1117685907701,Car,4.92252,Car,Car-Car
537309,242,1118848930300,52.332,1459.725,6452139.668,1872379.064,4.572,2,2.5328880000000003,-1.426464,2000,16.39824,6.47,us-101,1117685911201,Car,11.369040000000002,Car,Car-Car
537724,250,1118847041600,18.104,157.599,6451219.149,1873253.487,4.8768,2,9.140952,-0.073152,242,11.256264,1.23,us-101,1117684022501,Car,6.227064,Car,Car-Car
538475,250,1118847070400,22.067,1283.428,6452052.978,1872494.739,4.8768,2,12.192,0.0,242,10.951464,0.9,us-101,1117684051301,Car,5.922263999999999,Car,Car-Car
540052,246,1118847998800,50.861,1144.408,6451899.15,1872591.02,4.4196,2,16.773144000000002,0.027432,242,19.857720000000004,1.18,us-101,1117684979701,Car,14.828520000000005,Car,Car-Car
540416,250,1118847051800,22.839,548.449,6451499.786,1872978.996,4.8768,2,13.773912,0.673608,242,12.569952,0.91,us-101,1117684032701,Car,7.540752,Car,Car-Car
541128,248,1118848944800,54.364,1632.299,6452268.442,1872263.583,5.0292,2,7.62,0.0,242,18.571464,2.44,us-101,1117685925701,Car,13.542264000000005,Car,Car-Car
544030,248,1118848956000,52.434,2023.525,6452566.6,1872007.955,5.0292,2,13.267944000000002,3.41376,242,29.958792000000003,2.26,us-101,1117685936901,Car,24.929592000000003,Car,Car-Car
544654,250,1118847048500,19.735,409.548,6451398.941,1873075.028,4.8768,2,12.652248,-0.006096,242,11.052048,0.87,us-101,1117684029401,Car,6.022847999999999,Car,Car-Car
544658,248,1118848939000,54.334,1514.8,6452179.701,1872341.189,5.0292,2,4.572,0.0,242,16.300704,3.57,us-101,1117685919901,Car,11.271504,Car,Car-Car
544954,242,1118847053300,19.017,658.161,6451584.39,1872908.772,5.486400000000001,2,14.761464,2.002536,234,47.451264,3.21,us-101,1117684034201,Car,43.184064,Car,Car-Car
545629,248,1118848896400,51.596,807.949,6451649.35,1872808.388,5.0292,2,11.091672,-3.1211520000000004,242,18.153888,1.64,us-101,1117685877301,Car,13.124688000000004,Car,Car-Car
546065,248,1118848917900,51.628,1252.048,6451983.746,1872516.099,5.0292,2,6.096,0.0,242,17.903952,2.94,us-101,1117685898801,Car,12.874752,Car,Car-Car
548542,248,1118848916300,51.672,1220.047,6451959.649,1872537.155,5.0292,2,6.096,0.0,242,17.519904,2.87,us-101,1117685897201,Car,12.490704,Car,Car-Car
550093,248,1118848941400,54.41,1552.831,6452208.185,1872316.037,5.0292,2,5.8521600000000005,1.7465040000000005,242,18.525744,3.17,us-101,1117685922301,Car,13.496544,Car,Car-Car
552936,242,1118847082500,21.732,1906.746,6452523.066,1872084.834,5.486400000000001,2,19.196304,1.664208,0,0.0,0.0,us-101,1117684063401,,,Car,
554529,242,1118848018400,55.899,2138.908,6452650.415,1871935.749,5.0292,2,13.688568,0.088392,0,0.0,0.0,us-101,1117684999301,,,Car,
554804,250,1118847042700,18.123,193.437,6451243.99,1873227.298,4.8768,2,10.753344,-0.006096,242,12.0396,1.12,us-101,1117684023601,Car,7.0104,Car,Car-Car
557042,246,1118847997800,50.777,1089.406,6451857.734,1872627.21,4.4196,2,16.764,0.0,242,18.153888,1.08,us-101,1117684978701,Car,13.124688000000004,Car,Car-Car
557158,248,1118848910000,51.585,1120.898,6451885.101,1872602.298,5.0292,2,1.524,0.0,242,11.728704,7.7,us-101,1117685890901,Car,6.699504,Car,Car-Car
558435,242,1118848010200,52.605,1775.508,6452373.124,1872173.693,5.0292,2,12.396216,-0.679704,239,32.851344000000005,2.65,us-101,1117684991101,Car,27.822144000000005,Car,Car-Car
558448,246,1118848004200,54.572,1426.034,6452108.851,1872402.921,4.4196,2,15.124176,-1.283208,242,25.837896,1.71,us-101,1117684985101,Car,20.808696,Car,Car-Car
558841,242,1118848908700,51.559,1146.618,6451904.491,1872585.441,4.572,2,2.286,3.41376,2000,13.191744000000002,5.77,us-101,1117685889601,Car,8.162544,Car,Car-Car
560975,242,1118847083400,23.639,1964.81,6452566.092,1872045.841,5.486400000000001,2,19.56816,-1.789176,0,0.0,0.0,us-101,1117684064301,,,Car,
563651,248,1118848916400,51.669,1222.047,6451961.155,1872535.839,5.0292,2,6.096,0.0,242,17.544288,2.88,us-101,1117685897301,Car,12.515088000000002,Car,Car-Car
565267,242,1118848906600,51.605,1134.924,6451895.666,1872593.068,4.572,2,2.8864560000000004,-1.908048,2000,8.677656,3.01,us-101,1117685887501,Car,3.648456,Car,Car-Car
566129,242,1118848912400,51.133,1197.609,6451943.159,1872552.32,4.572,2,6.132576,0.146304,2000,21.110448,3.44,us-101,1117685893301,Car,16.081248000000002,Car,Car-Car
566419,242,1118847041100,15.031,176.867,6451234.79,1873241.384,5.486400000000001,2,10.671048,1.319784,234,20.619720000000004,1.93,us-101,1117684022001,Car,16.352520000000005,Car,Car-Car
566484,242,1118847039300,14.335,121.602,6451197.393,1873282.409,5.486400000000001,2,9.144,0.0,234,16.395192,1.79,us-101,1117684020201,Car,12.127992000000004,Car,Car-Car
567556,242,1118847048700,19.688,453.808,6451431.52,1873045.068,5.486400000000001,2,12.188952,0.0,234,43.254168,3.55,us-101,1117684029601,Car,38.986968,Car,Car-Car
567781,242,1118847989500,64.735,670.484,6451532.935,1872893.144,5.0292,2,16.279367999999998,-1.408176,239,21.211032000000003,1.3,us-101,1117684970401,Car,16.181832000000004,Car,Car-Car
567957,242,1118848902000,52.022,1047.637,6451829.574,1872650.091,4.572,2,6.272784,0.0,2000,15.630144,2.49,us-101,1117685882901,Car,10.600944000000002,Car,Car-Car
568392,242,1118847042700,15.362,232.94,6451273.502,1873200.453,5.486400000000001,2,9.579864,-3.41376,234,24.32304,2.54,us-101,1117684023601,Car,20.05584,Car,Car-Car
568892,242,1118848949300,51.962,1838.537,6452425.179,1872129.75,4.572,2,11.603736,-0.59436,2000,46.497240000000005,4.01,us-101,1117685930201,Car,41.46804,Car,Car-Car
569900,242,1118848936700,52.779,1533.947,6452195.099,1872329.718,4.572,2,4.096512,1.999488,2000,24.280368,5.93,us-101,1117685917601,Car,19.251168,Car,Car-Car
572855,248,1118848915600,51.691,1206.047,6451949.107,1872546.367,5.0292,2,6.096,0.0,242,17.352264,2.85,us-101,1117685896501,Car,12.323064000000002,Car,Car-Car
573493,250,1118847061900,21.78,976.729,6451822.186,1872696.606,4.8768,2,11.545824,-0.902208,242,13.618464,1.18,us-101,1117684042801,Car,8.589264,Car,Car-Car
576668,248,1118848899400,51.167,911.5,6451727.337,1872740.366,5.0292,2,9.134856,0.027432,242,18.330672,2.01,us-101,1117685880301,Car,13.301472,Car,Car-Car
577167,242,1118847056600,17.739,814.295,6451702.549,1872806.692,5.486400000000001,2,14.743176,-0.25908,234,37.548312,2.55,us-101,1117684037501,Car,33.281112,Car,Car-Car
577597,242,1118848007300,53.604,1647.829,6452276.51,1872257.595,5.0292,2,12.472416,2.11836,239,31.202376000000005,2.5,us-101,1117684988201,Car,26.173176000000005,Car,Car-Car
581042,242,1118847053600,18.939,672.994,6451595.607,1872899.027,5.486400000000001,2,15.218664,0.493776,234,46.521624,3.06,us-101,1117684034501,Car,42.254424,Car,Car-Car
584772,250,1118847070900,22.065,1303.428,6452068.022,1872481.56,4.8768,2,12.149328,-0.374904,242,10.951464,0.9,us-101,1117684051801,Car,5.922263999999999,Car,Car-Car
591665,242,1118848923200,52.763,1403.02,6452096.819,1872415.788,4.572,2,3.0388560000000004,0.024384,2000,12.0396,3.96,us-101,1117685904101,Car,7.0104,Car,Car-Car
592605,242,1118847077300,20.803,1622.772,6452309.497,1872272.41,5.486400000000001,2,14.35608,-0.057912,234,77.410056,5.39,us-101,1117684058201,Car,73.142856,Car,Car-Car
599299,242,1118847053500,18.971,667.991,6451591.807,1872902.321,5.486400000000001,2,15.124176,1.344168,234,46.92700800000001,3.1,us-101,1117684034401,Car,42.659808000000005,Car,Car-Car
602165,242,1118847051900,19.804,594.204,6451535.913,1872950.759,5.486400000000001,2,13.752576,-0.54864,234,46.991016,3.42,us-101,1117684032801,Car,42.723816,Car,Car-Car
603354,242,1118848898900,51.711,952.778,6451758.225,1872712.547,4.572,2,9.820656,1.743456,2000,14.602968,1.49,us-101,1117685879801,Car,9.573767999999998,Car,Car-Car
604991,255,1118847085700,30.809,2013.181,6452599.231,1872009.253,3.5052000000000003,2,18.91284,3.386328,242,31.223712000000003,1.65,us-101,1117684066601,Car,26.194512000000003,Car,Car-Car
605649,242,1118848897600,52.136,909.482,6451725.194,1872740.961,4.572,2,10.692384,0.006096,2000,13.932408,1.3,us-101,1117685878501,Car,8.903208,Car,Car-Car
608476,246,1118848002600,54.331,1346.01,6452048.535,1872455.735,4.4196,2,15.596616,-2.95656,242,26.758392000000004,1.72,us-101,1117684983501,Car,21.729192000000005,Car,Car-Car
608754,248,1118848901600,51.528,977.194,6451776.787,1872696.654,5.0292,2,9.144,0.0,242,18.961608,2.07,us-101,1117685882501,Car,13.932408000000002,Car,Car-Car
610464,250,1118847047000,19.271,348.62,6451354.268,1873116.915,4.8768,2,11.305032000000002,-1.039368,242,11.33856,1.0,us-101,1117684027901,Car,6.309360000000001,Car,Car-Car
611722,242,1118847053800,18.877,683.01,6451603.163,1872892.476,5.486400000000001,2,15.249144,0.0,234,45.68952,3.0,us-101,1117684034701,Car,41.42232,Car,Car-Car
612064,242,1118848933800,52.282,1497.153,6452167.8,1872354.389,4.572,2,3.81,1.423416,2000,19.702272,5.17,us-101,1117685914701,Car,14.673072,Car,Car-Car
612093,242,1118848898800,51.676,949.558,6451755.832,1872714.674,4.572,2,9.592056,2.883408,2000,14.517624,1.51,us-101,1117685879701,Car,9.488424000000002,Car,Car-Car
612869,248,1118848918300,51.617,1260.047,6451989.77,1872510.835,5.0292,2,6.096,0.0,242,18.004536,2.95,us-101,1117685899201,Car,12.975336000000002,Car,Car-Car
616477,242,1118847085200,24.263,2081.592,6452656.787,1871971.11,5.486400000000001,2,20.549616,0.48768,0,0.0,0.0,us-101,1117684066101,,,Car,
617295,242,1118848908200,51.619,1143.9,6451902.421,1872587.165,4.572,2,1.517904,-0.0762,2000,11.7348,7.73,us-101,1117685889101,Car,6.7056,Car,Car-Car
618119,242,1118847085400,24.262,2095.09,6452667.35,1871962.704,5.486400000000001,2,20.613624,0.664464,0,0.0,0.0,us-101,1117684066301,,,Car,
619863,242,1118848007400,53.606,1651.945,6452279.625,1872254.892,5.0292,2,12.704064,2.54508,239,31.354776000000005,2.47,us-101,1117684988301,Car,26.325576000000005,Car,Car-Car
620223,246,1118848015500,53.849,1926.241,6452485.916,1872074.326,4.4196,2,14.319504,-3.41376,242,25.981152,1.81,us-101,1117684996401,Car,20.951952,Car,Car-Car
622157,246,1118848015900,54.554,1944.463,6452499.882,1872061.46,4.4196,2,13.844016000000002,-0.435864,242,25.600152,1.85,us-101,1117684996801,Car,20.570952,Car,Car-Car
623319,242,1118848936800,52.777,1535.321,6452196.134,1872328.811,4.572,2,4.291584,2.0817840000000003,2000,24.499824,5.71,us-101,1117685917701,Car,19.470624,Car,Car-Car
624999,242,1118847994900,62.691,972.09,6451761.468,1872695.18,5.0292,2,18.263616000000003,0.515112,239,22.619208,1.24,us-101,1117684975801,Car,17.590008,Car,Car-Car
625513,242,1118848008400,53.594,1695.891,6452312.359,1872226.459,5.0292,2,14.389608,-1.429512,239,31.449264000000003,2.19,us-101,1117684989301,Car,26.420064000000004,Car,Car-Car
626215,250,1118847067400,22.188,1172.745,6451969.649,1872567.594,4.8768,2,10.677144,-0.170688,242,10.893552,1.02,us-101,1117684048301,Car,5.864352000000001,Car,Car-Car
627388,246,1118848006600,54.548,1537.81,6452192.701,1872329.471,4.4196,2,13.706856,0.021336,242,24.78024,1.81,us-101,1117684987501,Car,19.75104,Car,Car-Car
629414,242,1118847987600,68.308,566.577,6451452.968,1872959.866,5.0292,2,16.273272000000002,0.0,239,25.636728,1.58,us-101,1117684968501,Car,20.607528,Car,Car-Car
629848,248,1118848896900,51.433,825.529,6451662.606,1872796.954,5.0292,2,10.826496000000002,1.255776,242,18.236184,1.68,us-101,1117685877801,Car,13.206984000000002,Car,Car-Car
630779,248,1118848941300,54.261,1550.945,6452206.895,1872317.37,5.0292,2,5.708904,1.347216,242,18.458688,3.23,us-101,1117685922201,Car,13.429488000000005,Car,Car-Car
631603,250,1118847044600,18.703,259.692,6451290.622,1873179.218,4.8768,2,10.768584,-1.4051280000000002,242,11.524488000000002,1.07,us-101,1117684025501,Car,6.495288000000001,Car,Car-Car
634930,242,1118848948600,51.925,1813.285,6452406.337,1872146.039,4.572,2,10.588752,-0.04572,2000,45.972984,4.34,us-101,1117685929501,Car,40.943784,Car,Car-Car
635999,242,1118848004200,54.103,1510.807,6452172.72,1872347.637,5.0292,2,13.716,0.0,239,25.210008,1.84,us-101,1117684985101,Car,20.180808,Car,Car-Car
636330,242,1118848900000,52.17,1005.413,6451798.424,1872676.995,4.572,2,9.534144,-3.41376,2000,10.357104,1.09,us-101,1117685880901,Car,5.327903999999999,Car,Car-Car
637032,242,1118848018500,55.942,2143.398,6452653.89,1871932.928,5.0292,2,13.70076,0.201168,0,0.0,0.0,us-101,1117684999401,,,Car,
637149,242,1118847079400,21.446,1729.175,6452388.686,1872201.405,5.486400000000001,2,16.410432,0.935736,234,85.950552,5.24,us-101,1117684060301,Car,81.683352,Car,Car-Car
637162,242,1118848945400,51.993,1710.762,6452328.412,1872214.234,4.572,2,9.20496,0.438912,2000,42.226992,4.59,us-101,1117685926301,Car,37.197792,Car,Car-Car
637625,248,1118848911900,51.61,1137.372,6451897.504,1872591.46,5.0292,2,4.410456000000001,1.905,242,15.352776,3.48,us-101,1117685892801,Car,10.323576,Car,Car-Car
639660,242,1118847067400,20.599,1208.483,6451997.579,1872545.233,5.486400000000001,2,10.524744,-0.027432,234,40.197024,3.82,us-101,1117684048301,Car,35.929824,Car,Car-Car
640873,250,1118847071800,22.169,1339.873,6452095.5,1872457.49,4.8768,2,12.320016,-1.347216,242,10.817352,0.88,us-101,1117684052701,Car,5.788152000000001,Car,Car-Car
641414,242,1118848000500,56.815,1315.961,6452024.358,1872473.616,5.0292,2,18.98904,-3.41376,239,24.85644,1.31,us-101,1117684981401,Car,19.82724,Car,Car-Car
642851,246,1118848010500,53.851,1711.524,6452323.625,1872216.026,4.4196,2,12.582144,-1.222248,242,23.161752,1.84,us-101,1117684991401,Car,18.132552,Car,Car-Car
645160,242,1118847991600,63.981,785.569,6451620.21,1872817.49,5.0292,2,16.757904,-0.0762,239,20.424648,1.22,us-101,1117684972501,Car,15.395448000000002,Car,Car-Car
651178,248,1118848908800,51.576,1114.896,6451880.583,1872606.246,5.0292,2,1.517904,0.0762,242,9.915144000000002,6.53,us-101,1117685889701,Car,4.885944000000001,Car,Car-Car
652180,250,1118847069000,22.112,1228.716,6452011.797,1872530.763,4.8768,2,10.814304,1.731264,242,10.674096000000002,0.99,us-101,1117684049901,Car,5.644896000000002,Car,Car-Car
652424,248,1118848895200,51.854,760.482,6451613.498,1872839.52,5.0292,2,12.192,0.0,242,17.842992000000002,1.46,us-101,1117685876101,Car,12.813792000000005,Car,Car-Car
652440,242,1118847051600,19.855,580.564,6451525.707,1872959.817,5.486400000000001,2,13.923264,-0.170688,234,46.69840800000001,3.35,us-101,1117684032501,Car,42.431208000000005,Car,Car-Car
653038,242,1118848891300,62.615,656.488,6451527.874,1872900.514,4.572,2,12.743688,-2.289048,0,0.0,0.0,us-101,1117685872201,,,Car,
653194,242,1118848917200,51.991,1296.238,6452016.743,1872486.703,4.572,2,6.336792,0.0,2000,23.969472,3.78,us-101,1117685898101,Car,18.940272,Car,Car-Car
653623,248,1118848894100,52.131,716.482,6451580.25,1872868.341,5.0292,2,12.192,0.0,242,17.532096000000003,1.44,us-101,1117685875001,Car,12.502896000000003,Car,Car-Car
654628,246,1118848010900,53.6,1727.675,6452335.823,1872205.44,4.4196,2,12.182856,0.018288,242,23.045928,1.89,us-101,1117684991801,Car,18.016728,Car,Car-Car
655285,250,1118847051700,22.67,543.951,6451496.554,1872982.113,4.8768,2,13.725144,0.21336,242,12.554712,0.91,us-101,1117684032601,Car,7.525512,Car,Car-Car
658757,250,1118847083300,23.778,1926.809,6452537.035,1872070.304,4.8768,2,18.970752,-0.7711439999999999,242,9.604248,0.51,us-101,1117684064201,Car,4.575048,Car,Car-Car
659860,248,1118848929700,54.302,1414.512,6452104.48,1872407.082,5.0292,2,1.524,0.0,242,12.265152,8.05,us-101,1117685910601,Car,7.235952,Car,Car-Car
660133,250,1118847048700,19.763,417.849,6451405.026,1873069.382,4.8768,2,12.6492,0.0,242,10.960608,0.87,us-101,1117684029601,Car,5.931408,Car,Car-Car
661103,242,1118847083800,24.613,1990.369,6452585.484,1872028.455,5.486400000000001,2,19.76628,1.228344,0,0.0,0.0,us-101,1117684064701,,,Car,
661914,248,1118848913400,51.648,1161.896,6451915.975,1872575.319,5.0292,2,6.105144000000001,-0.027432,242,17.050512,2.79,us-101,1117685894301,Car,12.021312000000002,Car,Car-Car
662032,250,1118847071600,22.142,1331.686,6452089.347,1872462.88,4.8768,2,12.563856,-0.7802880000000001,242,10.872216000000002,0.87,us-101,1117684052501,Car,5.843016000000001,Car,Car-Car
664581,248,1118848925600,54.221,1390.012,6452086.051,1872423.225,5.0292,2,3.048,0.0,242,10.369296000000002,3.4,us-101,1117685906501,Car,5.340096000000002,Car,Car-Car
664761,242,1118848904200,51.781,1092.912,6451863.871,1872620.533,4.572,2,6.272784,0.0,2000,14.100048,2.25,us-101,1117685885101,Car,9.070847999999998,Car,Car-Car
667620,242,1118848017000,55.051,2076.938,6452602.119,1871975.62,5.0292,2,13.447776,0.024384,0,0.0,0.0,us-101,1117684997901,,,Car,
668271,250,1118847065300,22.105,1099.177,6451914.302,1872615.957,4.8768,2,10.668,0.0,242,10.954512,1.03,us-101,1117684046201,Car,5.925311999999999,Car,Car-Car
668725,246,1118848007300,54.486,1569.308,6452216.395,1872308.715,4.4196,2,13.716,-0.021336,242,23.932896,1.74,us-101,1117684988201,Car,18.903696,Car,Car-Car
668989,242,1118847063000,19.186,1060.244,6451886.864,1872643.731,5.486400000000001,2,10.978896,0.036576,234,28.22448,2.57,us-101,1117684043901,Car,23.95728,Car,Car-Car
669441,242,1118847072100,20.327,1387.355,6452132.525,1872427.715,5.486400000000001,2,12.182856,-0.018288,234,56.010048,4.6,us-101,1117684053001,Car,51.742848,Car,Car-Car
670575,248,1118848931800,54.337,1425.012,6452112.379,1872400.163,5.0292,2,1.524,0.0,242,15.224760000000002,9.99,us-101,1117685912701,Car,10.19556,Car,Car-Car
678028,242,1118848916600,51.783,1283.765,6452007.499,1872495.08,4.572,2,6.336792,0.0,2000,24.1554,3.81,us-101,1117685897501,Car,19.1262,Car,Car-Car
679542,250,1118847051600,22.506,539.447,6451493.311,1872985.233,4.8768,2,13.679424,0.478536,242,12.533376,0.92,us-101,1117684032501,Car,7.504176,Car,Car-Car
680405,248,1118848949700,52.867,1777.091,6452378.277,1872168.918,5.0292,2,10.668,0.0,242,23.335488,2.19,us-101,1117685930601,Car,18.306288,Car,Car-Car
682247,242,1118848935400,52.642,1517.971,6452183.191,1872340.373,4.572,2,3.950208,-0.323088,2000,20.887944,5.29,us-101,1117685916301,Car,15.858744000000002,Car,Car-Car
684133,248,1118848926000,54.234,1394.03,6452089.082,1872420.571,5.0292,2,2.9352240000000003,-1.316736,242,10.018776,3.41,us-101,1117685906901,Car,4.989575999999999,Car,Car-Car
684471,242,1118848944900,52.255,1696.085,6452317.312,1872223.822,4.572,2,8.759952,0.454152,2000,41.824656,4.77,us-101,1117685925801,Car,36.795456,Car,Car-Car
688918,248,1118848942100,54.731,1566.798,6452218.487,1872306.549,5.0292,2,6.086856,-0.024384,242,18.5928,3.05,us-101,1117685923001,Car,13.5636,Car,Car-Car
